Year,County,NCICCode,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum,ViolentClr_sum,HomicideClr_sum,ForRapeClr_sum,RobberyClr_sum,AggAssaultClr_sum,PropertyClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum,RAPact_sum,ARAPact_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,HROBnao_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FASSact_sum,KASSact_sum,OASSact_sum,HASSact_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,RNBURnao_sum,RDBURnao_sum,RUBURnao_sum,NRESBUR_sum,NNBURnao_sum,NDBURnao_sum,NUBURnao_sum,MVTact_sum,TMVTact_sum,OMVTact_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,MVLARnao_sum,MVPLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT50200nao_sum,LT50nao_sum
2005,San Bernardino County,Apple Valley,253,4,20,43,186,2224,603,394,1227,183,1,13,15,154,744,165,98,481,4,5,2,11,1,19,1,19,3,3,18,1,8,2,7,7,0,18,17,19,54,96,439,164,324,136,136,52,279,144,93,42,262,88,44,7,15,156,537,22,35,128,3,324,360,223,306,338
2005,San Bernardino County,Yucaipa,71,3,3,12,53,855,208,179,468,47,2,3,4,38,127,39,14,74,7,1,7,15,4,3,0,1,1,1,9,0,0,0,2,3,1,6,4,8,30,11,152,56,111,15,49,47,97,19,32,46,124,26,29,0,4,26,234,14,17,11,3,159,134,77,64,193
2005,San Bernardino County,San Bernardino College,0,0,0,0,0,46,9,5,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,2,4,0,3,1,1,1,3,0,2,0,0,0,12,4,0,5,0,11,2,16,10,4
2005,San Bernardino County,Chino Hills,100,3,8,18,71,1092,259,128,705,60,0,6,6,48,189,44,50,95,3,0,2,5,2,8,0,10,2,1,5,1,6,0,1,3,1,6,9,4,27,31,163,96,169,34,81,54,90,40,33,17,71,37,20,4,7,54,347,62,12,90,10,119,268,112,124,201
2005,San Bernardino County,Yucca Valley,71,0,7,9,55,478,129,95,254,40,0,3,5,32,180,43,23,114,4,1,2,7,5,6,1,2,0,4,3,0,2,0,1,1,0,5,1,4,44,6,96,33,69,10,31,28,60,9,30,21,43,24,28,3,11,63,51,2,8,11,3,102,63,37,49,105
2005,San Bernardino County,Fontana Unified School District,14,0,0,8,6,316,74,13,229,8,0,0,4,4,56,21,1,34,5,0,4,9,1,0,0,1,1,0,6,4,0,0,0,0,0,4,0,1,1,4,43,31,0,0,0,0,74,32,26,16,10,1,2,9,18,0,26,1,12,134,2,27,29,43,98,59
2005,San Bernardino County,Union Pacific RR - San Bernardino,2,0,0,0,2,92,77,0,15,1,0,0,0,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,77,0,0,0,0,0,77,42,32,3,0,0,0,0,0,0,1,0,0,4,0,10,12,0,1,2
2005,San Bernardino County,CA Highway Patrol - San Bernardino,6,0,0,0,6,38,0,36,2,5,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,25,5,6,0,0,0,0,2,0,0,0,0,1,0,0,1
2005,San Diego County,San Diego Co. Sheriff's Department,1589,13,86,270,1220,9179,2469,2084,4626,722,4,29,83,606,698,264,132,302,13,20,10,43,9,68,18,74,26,28,142,120,41,7,24,42,5,31,128,188,461,443,1295,1174,1422,137,406,879,1047,214,117,716,1528,416,140,3,8,196,2114,337,75,754,13,1126,1904,674,783,1265
2005,San Diego County,Carlsbad,256,2,11,79,164,2411,517,246,1648,125,1,3,28,93,510,100,39,371,8,1,2,11,3,11,0,25,4,10,40,31,12,3,2,5,12,14,8,22,98,36,238,279,285,56,65,164,232,40,57,135,236,0,10,2,6,224,800,29,19,230,4,334,540,271,331,506
2005,San Diego County,Chula Vista,927,5,66,338,518,7489,1235,2496,3758,315,2,21,86,206,899,160,64,675,8,11,4,23,3,44,22,91,43,29,175,163,74,6,21,22,11,41,82,148,212,76,652,583,626,95,226,305,609,179,150,280,1912,459,125,5,29,707,1646,220,81,571,11,488,1277,703,824,954
2005,San Diego County,Coronado,22,0,6,6,10,527,90,88,349,17,0,5,3,9,71,12,9,50,1,0,4,5,2,5,1,3,0,0,3,2,0,0,1,2,0,1,0,1,7,2,34,56,70,27,19,24,20,12,3,5,48,19,21,0,0,32,55,4,137,42,2,77,127,88,80,54
2005,San Diego County,Del Mar,10,0,0,1,9,266,50,37,179,3,0,0,0,3,6,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,6,31,19,24,4,7,13,26,2,4,20,28,6,3,0,2,2,116,6,3,26,0,24,87,34,18,40
2005,San Diego County,El Cajon,518,2,40,171,305,4045,769,1136,2140,279,2,32,42,203,736,210,50,476,22,9,5,36,3,29,11,41,16,13,101,86,15,4,8,11,5,42,31,61,119,94,442,327,296,62,87,147,473,102,112,259,883,210,43,0,13,400,946,32,55,358,3,333,658,296,445,741
2005,San Diego County,Escondido,692,2,31,186,473,4911,801,1079,3031,299,4,6,56,233,734,111,118,505,24,7,6,37,13,28,3,33,33,20,100,106,31,9,6,15,1,18,57,111,201,104,438,363,399,70,135,194,402,120,85,197,900,156,23,1,7,542,1266,355,60,466,6,328,996,559,715,761
2005,San Diego County,Imperial Beach,132,0,3,41,88,790,188,267,335,55,0,4,10,41,49,21,14,14,0,3,1,4,1,1,2,11,5,2,23,21,8,0,2,7,1,2,5,11,43,29,104,84,99,12,24,63,89,17,11,61,199,42,26,1,1,23,132,27,23,52,1,75,111,58,55,111
2005,San Diego County,La Mesa,201,2,10,107,82,2229,328,556,1345,107,1,4,36,66,343,46,59,238,2,1,3,6,1,9,1,40,6,9,52,41,29,4,4,4,6,19,13,17,39,13,255,73,190,17,74,99,138,38,19,81,422,112,22,0,1,211,532,196,35,205,19,146,453,262,301,329
2005,San Diego County,National City,456,4,16,182,254,2726,376,941,1409,132,3,1,34,94,404,41,57,306,5,6,4,15,3,16,0,42,20,15,105,87,46,2,9,7,5,26,40,53,111,50,198,178,122,27,39,56,254,64,70,120,763,166,12,4,6,375,464,44,30,338,2,146,369,270,345,425
2005,San Diego County,Oceanside,983,7,78,264,634,5657,1065,746,3846,343,4,13,75,251,742,89,51,602,11,17,5,33,6,63,15,70,37,25,132,140,52,4,11,14,9,34,129,99,310,96,678,387,718,109,264,345,347,84,91,172,554,127,65,2,1,644,1283,705,97,647,8,459,1096,636,863,1251
2005,San Diego County,San Diego,6603,51,376,1862,4314,46213,7462,14138,24613,3434,45,176,635,2578,4575,1026,191,3358,116,81,36,233,49,267,109,423,183,184,1072,1016,288,42,59,121,75,261,827,989,1659,839,3158,4304,4611,760,1428,2423,2851,740,527,1584,10383,3137,618,29,110,2271,13326,509,999,4876,104,2389,9771,4495,4198,6149
2005,San Diego County,San Marcos,237,0,15,57,165,1630,359,282,989,86,0,1,19,66,330,67,17,246,4,1,5,10,0,14,1,11,10,4,32,28,15,0,1,4,2,7,21,21,79,44,190,169,121,24,32,65,238,51,39,148,214,60,8,2,3,220,359,84,11,153,1,156,318,120,190,361
2005,San Diego County,Vista,530,4,21,190,315,2971,771,579,1621,205,1,10,43,151,345,103,36,206,17,7,5,29,4,18,3,42,34,17,97,106,37,4,9,12,10,12,41,37,152,85,374,397,404,48,160,196,367,82,83,202,455,88,36,2,9,171,687,175,25,204,2,346,547,261,288,525
2005,San Diego County,CSU San Diego,24,0,7,7,10,547,18,70,459,3,0,0,1,2,65,4,5,56,1,0,0,1,0,7,0,4,0,0,3,7,0,0,0,0,0,0,0,0,3,7,7,11,9,3,4,2,9,3,2,4,61,7,2,0,0,52,114,147,46,64,33,3,182,101,88,88
2005,San Diego County,San Diego Harbor,17,0,0,7,10,391,9,1,381,8,0,0,3,5,26,2,1,23,1,1,0,2,1,0,0,0,0,0,7,6,0,0,0,1,0,0,0,1,0,9,3,6,0,0,0,0,9,5,4,0,1,0,0,5,0,4,53,28,15,175,5,96,204,74,61,42
2005,San Diego County,Colorado DPR,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,San Diego County,Ocotillo Wells DPR,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,San Diego County,San Diego Coast DPR,4,0,0,0,4,102,7,5,90,1,0,0,0,1,3,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,1,0,1,0,6,4,2,0,2,3,0,0,2,1,37,4,15,1,2,28,32,25,23,10
2005,San Diego County,CSU San Marcos,3,0,1,0,2,62,8,2,52,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,1,1,0,0,7,0,4,3,1,1,0,0,0,0,5,2,0,3,0,42,9,12,10,21
2005,San Diego County,UC San Diego,12,0,1,4,7,742,55,68,619,7,0,0,1,6,47,7,3,37,0,1,0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,3,0,1,1,5,13,42,25,7,4,14,30,1,2,27,46,8,14,2,0,24,57,59,269,166,3,39,157,176,201,85
2005,San Diego County,CA Highway Patrol - San Diego,19,0,0,2,17,139,11,96,32,10,0,0,0,10,6,0,4,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,7,9,11,0,2,1,0,1,9,2,1,6,78,8,10,0,0,0,2,23,0,1,0,6,4,1,2,25
2005,San Diego County,Lemon Grove,156,1,6,59,90,805,208,258,339,57,0,1,12,44,114,51,16,47,2,3,1,6,0,4,2,15,4,6,34,27,11,2,6,1,0,12,12,20,35,23,97,111,93,9,33,51,115,29,20,66,199,53,6,1,2,42,106,40,8,59,0,81,102,64,69,104
2005,San Diego County,Santee,163,1,16,30,116,1316,281,235,800,80,0,6,8,66,182,59,16,107,5,4,0,9,2,14,2,5,6,3,16,10,12,0,1,5,2,0,4,14,58,40,122,159,143,18,51,74,138,28,30,80,176,46,13,0,1,76,381,39,38,142,1,122,301,146,167,186
2005,San Diego County,Poway,95,1,11,20,63,815,172,92,551,51,0,2,9,40,123,35,9,79,5,1,1,7,2,10,1,1,2,4,13,6,10,1,0,3,0,0,6,14,28,15,104,68,70,5,26,39,102,22,18,62,73,14,5,1,0,65,232,39,31,105,1,77,201,98,107,145
2005,San Diego County,Encinitas,171,3,11,45,112,1234,324,186,724,84,1,7,10,66,109,38,7,64,5,2,0,7,1,10,1,11,5,8,21,19,9,2,0,2,8,5,8,15,45,44,140,184,165,16,43,106,159,36,31,92,139,35,12,2,4,65,353,44,16,117,1,122,330,126,110,158
2005,San Diego County,Solano Beach,24,0,1,12,11,312,87,46,179,8,0,0,4,4,22,9,1,12,0,0,1,1,1,1,0,1,0,1,10,5,2,0,0,1,4,0,1,2,2,6,37,50,48,6,14,28,39,11,4,24,36,8,2,0,0,13,99,16,4,16,0,31,81,30,28,40
2005,San Francisco County,San Francisco,5985,96,172,3078,2639,34269,6208,8174,19887,1801,36,41,454,1270,2825,493,172,2160,73,93,22,188,16,149,23,601,264,249,1964,1733,186,42,90,75,44,908,332,465,1240,602,3298,2910,3287,1119,2168,0,2921,1654,1267,0,6001,1742,431,1021,100,2143,10568,162,510,2288,28,3067,667,258,78,18884
2005,San Francisco County,CSU San Francisco,19,0,1,13,5,325,41,44,240,5,0,1,1,3,23,4,1,18,1,0,0,1,0,1,0,1,0,0,12,6,0,0,0,4,0,3,0,2,3,0,8,33,20,5,14,1,21,6,13,2,38,0,6,0,2,3,100,1,15,95,1,23,66,70,46,58
2005,San Francisco County,UC Hastings College of Law,2,0,0,2,0,22,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,6,9,0,0,6,2,4,3
2005,San Francisco County,Union Pacific RR - San Francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,San Francisco County,UC San Francisco,8,0,1,4,3,502,53,16,433,5,0,1,2,2,14,6,0,8,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,1,0,0,2,1,37,16,2,1,0,1,51,12,12,27,15,0,1,0,1,3,72,9,40,303,0,5,164,80,91,98
2005,San Francisco County,CA Highway Patrol - San Francisco,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,San Joaquin County,San Joaquin Co. Sheriff's Department,879,12,28,165,674,4928,1522,265,3141,391,6,13,39,333,255,115,16,124,18,5,11,34,7,24,4,64,13,24,64,45,15,9,32,22,3,39,131,60,351,132,870,652,749,115,261,373,773,177,163,433,99,58,108,2,6,161,1297,50,85,246,14,1280,1354,437,551,799
2005,San Joaquin County,Escalon,25,0,2,2,21,325,58,41,226,23,0,2,1,20,40,7,5,28,1,0,1,2,2,2,0,1,0,0,1,0,2,0,0,0,0,0,0,2,13,6,21,37,32,6,22,4,26,8,14,4,24,11,6,0,0,2,131,7,5,22,4,55,58,37,55,76
2005,San Joaquin County,Lodi,260,1,17,74,168,2974,538,536,1900,110,0,4,18,88,366,45,47,274,2,7,3,12,0,17,0,20,8,3,43,36,7,3,4,9,5,10,18,36,96,18,307,231,297,119,178,0,241,116,125,0,533,1,2,1,5,263,922,197,76,42,12,382,510,314,423,653
2005,San Joaquin County,Manteca,283,2,15,71,195,3362,553,662,2147,160,1,12,31,116,447,77,67,303,3,5,0,8,0,15,0,15,5,6,45,30,10,2,5,4,9,11,31,33,107,24,326,227,301,88,122,91,252,143,38,71,455,147,60,1,4,301,1043,182,111,139,9,357,609,371,436,731
2005,San Joaquin County,Ripon,23,0,3,6,14,411,34,91,286,15,0,3,1,11,59,3,16,40,0,2,0,2,0,2,1,3,2,1,0,1,0,2,1,1,0,1,1,4,6,3,19,15,16,4,8,4,18,6,10,2,70,15,6,1,2,6,90,8,9,59,5,106,103,46,57,80
2005,San Joaquin County,Stockton,4202,41,109,1357,2695,18861,3434,3940,11487,1622,18,37,362,1205,2564,430,468,1666,29,22,9,60,22,89,20,443,125,116,673,569,157,31,144,153,24,279,506,261,1022,906,2125,1309,2150,317,779,1054,1284,422,256,606,2744,1163,33,43,67,1541,5077,1287,313,1031,21,2107,3513,1761,2331,3882
2005,San Joaquin County,Tracy,149,0,7,60,82,3301,473,462,2366,78,0,5,20,53,401,51,45,305,5,8,7,20,2,5,2,20,9,5,26,6,10,8,5,0,3,28,9,18,44,11,284,189,290,98,130,62,183,123,27,33,346,92,24,3,3,317,871,421,114,131,21,485,704,456,492,714
2005,San Joaquin County,Stockton Unified School,115,0,0,15,100,409,111,5,293,75,0,0,10,65,62,17,0,45,2,0,18,20,6,0,0,0,0,1,14,2,0,0,0,1,0,12,1,0,20,79,101,10,4,3,0,1,107,32,22,53,4,1,0,0,0,0,39,5,15,0,0,234,59,70,104,60
2005,San Joaquin County,Union Pacific RR - San Joaquin,13,0,0,0,13,387,365,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,365,0,0,0,0,0,365,118,237,10,0,0,0,0,0,0,4,0,0,1,0,17,9,6,5,2
2005,San Joaquin County,CA Highway Patrol - San Joaquin,0,0,0,0,0,1594,0,1170,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,358,51,0,0,0,388,14,0,0,0,22,181,4,1,238
2005,San Luis Obispo County,San Luis Obispo Co. Sheriff's Department,210,2,16,15,177,1558,507,6,1045,129,2,8,3,116,165,58,3,104,4,2,5,11,2,13,3,7,3,3,2,1,1,0,2,7,0,4,14,23,59,81,298,209,218,26,65,127,289,94,39,156,3,1,2,2,6,23,340,31,32,99,2,510,345,130,165,405
2005,San Luis Obispo County,Arroyo Grande,43,0,3,6,34,415,86,29,300,22,0,1,4,17,62,5,1,56,0,0,1,1,0,3,0,0,0,0,6,0,1,0,0,2,0,3,2,0,8,24,55,31,38,6,14,18,48,29,7,12,21,5,3,2,0,63,91,11,7,42,4,80,71,56,77,96
2005,San Luis Obispo County,Grover Beach,36,0,2,8,26,286,66,32,188,27,0,2,4,21,107,24,18,65,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,1,7,4,4,15,3,65,1,45,11,14,20,21,13,6,2,31,1,0,1,9,26,62,11,8,34,0,37,69,21,47,51
2005,San Luis Obispo County,Morro Bay,16,0,1,0,15,177,32,13,132,8,0,1,0,7,14,0,3,11,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,17,15,11,3,3,5,21,10,2,9,12,0,1,0,0,11,51,5,10,16,2,37,35,25,36,36
2005,San Luis Obispo County,Paso Robles,110,0,14,11,85,667,194,85,388,42,0,1,1,40,132,21,11,100,3,0,3,6,0,12,2,1,2,2,6,0,0,2,1,0,0,8,1,14,18,52,116,78,50,24,18,8,144,86,35,23,66,9,10,3,11,100,55,14,6,64,1,134,116,64,87,121
2005,San Luis Obispo County,Pismo Beach,33,0,3,5,25,379,90,17,272,10,0,0,1,9,52,15,1,36,0,0,1,1,0,2,1,2,0,0,3,1,0,0,0,0,0,4,1,2,1,21,33,57,29,11,10,8,61,34,20,7,9,5,3,0,2,70,68,2,10,26,3,91,77,34,77,84
2005,San Luis Obispo County,San Luis Obispo,170,2,23,35,110,1793,361,97,1335,129,0,16,22,91,367,93,53,221,1,2,35,38,0,22,1,7,4,7,17,8,4,1,0,4,2,16,2,5,76,27,276,85,198,36,59,103,163,35,54,74,81,2,14,1,12,184,309,82,153,101,2,491,251,288,344,452
2005,San Luis Obispo County,Cal Poly San Luis Obispo,1,0,0,0,1,211,10,9,192,1,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,5,2,1,2,5,3,0,2,1,0,8,0,0,2,27,4,90,40,2,27,52,50,57,33
2005,San Luis Obispo County,Atascadero,113,0,12,10,91,607,118,58,431,50,0,1,2,47,65,10,10,45,0,0,2,2,0,5,7,2,1,0,7,0,1,0,2,0,1,6,3,3,26,59,59,59,67,23,18,26,51,29,6,16,27,12,19,1,8,46,131,17,30,78,2,118,133,72,108,118
2005,San Luis Obispo County,San Luis Obispo Coast DPR,0,0,0,0,0,17,0,0,17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,7,8,3,5,1
2005,San Luis Obispo County,Oceano Dunes DPR,6,0,2,0,4,55,0,6,49,4,0,2,0,2,6,0,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,7,0,1,1,0,40,15,7,13,14
2005,San Luis Obispo County,Atascadero State Hospital,20,0,0,0,20,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,San Luis Obispo County,Union Pacific RR - San Luis Obispo,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2005,San Luis Obispo County,Cuesta College,0,0,0,0,0,32,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,2,1,0,0,1,0,0,0,10,0,0,12,0,5,2,4,6,15
2005,San Luis Obispo County,CA Highway Patrol - San Luis Obispo,2,0,0,0,2,228,0,171,57,2,0,0,0,2,39,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,99,38,34,0,0,0,2,51,0,0,0,4,5,0,0,52
2005,San Mateo County,San Mateo Co. Sheriff's Department,220,1,17,46,156,1906,259,293,1354,63,0,2,3,58,64,13,29,22,7,0,1,8,1,16,1,17,7,9,13,0,13,2,5,4,0,22,17,15,81,43,115,144,152,21,42,89,107,21,30,56,230,46,17,11,2,3,452,112,27,136,2,609,584,189,177,404
2005,San Mateo County,Atherton,22,0,2,8,12,219,50,5,164,10,0,2,1,7,44,7,2,35,0,0,0,0,0,2,0,2,0,1,5,1,0,0,0,1,0,6,1,1,3,7,30,20,20,6,12,2,30,7,21,2,2,0,3,2,0,0,24,1,18,50,0,69,40,32,44,48
2005,San Mateo County,Belmont,6,0,1,9,-4,636,94,64,478,2,0,0,2,0,58,11,0,47,0,0,0,0,0,1,0,1,1,1,6,0,1,0,1,3,1,3,1,1,0,-6,40,54,48,25,15,8,46,22,18,6,49,10,5,1,4,34,219,35,11,71,1,102,143,100,81,154
2005,San Mateo County,Brisbane,11,0,1,2,8,136,19,25,92,7,0,0,2,5,5,0,3,2,1,3,0,4,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,3,4,1,11,8,2,1,1,0,17,6,7,4,24,1,0,0,1,0,47,10,1,23,0,10,27,12,6,47
2005,San Mateo County,Burlingame,68,0,3,28,37,939,145,97,697,33,0,1,7,25,43,14,5,24,1,1,6,8,2,3,0,8,1,3,16,15,7,1,0,1,2,2,2,9,20,6,80,65,70,9,29,32,75,17,11,47,84,11,2,0,0,44,231,150,30,113,22,107,284,102,106,205
2005,San Mateo County,Colma,16,0,0,5,11,308,12,21,275,7,0,0,1,6,253,3,11,239,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,3,0,1,10,0,8,4,4,1,3,0,8,6,0,2,18,3,0,0,1,241,7,1,0,2,0,23,47,42,112,74
2005,San Mateo County,Daly City,286,2,20,122,142,2158,251,468,1439,142,1,9,37,95,557,53,48,456,5,5,5,15,5,19,1,28,0,21,73,80,19,3,0,7,5,8,22,30,68,22,161,90,172,21,96,55,79,28,25,26,370,86,12,1,5,445,385,257,11,217,15,103,294,213,359,573
2005,San Mateo County,Half Moon Bay,20,0,6,0,14,253,44,11,198,11,0,4,0,7,37,8,1,28,3,0,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,20,24,14,2,11,1,30,14,14,2,8,2,1,0,0,13,73,8,25,29,0,50,42,41,51,64
2005,San Mateo County,Hillsborough,5,0,2,0,3,99,43,7,49,1,0,0,0,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,26,17,41,15,13,13,2,1,0,1,7,0,0,0,0,0,22,0,0,8,0,19,20,12,9,8
2005,San Mateo County,Menlo Park,88,0,9,43,36,747,159,91,497,41,0,8,9,24,66,14,6,46,1,1,2,4,1,7,2,22,2,1,18,21,8,3,5,4,0,2,6,4,20,6,81,78,99,21,72,6,60,19,37,4,79,9,3,4,4,21,214,27,58,64,4,101,173,105,102,117
2005,San Mateo County,Millbrae,31,1,3,14,13,364,95,41,228,17,1,0,4,12,51,14,2,35,4,0,3,7,1,2,1,5,1,1,7,5,1,1,0,4,1,2,1,1,9,2,54,41,73,47,10,16,22,16,4,2,31,6,4,0,6,43,108,15,9,21,2,24,82,34,50,62
2005,San Mateo County,Pacifica,67,0,7,12,48,794,122,105,567,44,0,2,4,38,101,21,10,70,1,0,1,2,0,7,0,5,2,2,3,2,3,1,1,4,0,1,2,11,20,15,59,63,70,17,38,15,52,19,26,7,90,8,7,3,4,53,333,40,6,39,3,86,166,112,122,167
2005,San Mateo County,Redwood City,388,3,22,103,260,2553,354,368,1831,244,2,15,44,183,462,63,19,380,28,1,0,29,1,15,7,39,4,7,53,29,33,5,1,9,4,22,19,27,76,138,222,132,190,41,134,15,164,51,106,7,324,27,17,31,6,223,725,172,55,28,7,584,471,304,366,690
2005,San Mateo County,San Bruno,141,1,8,33,99,947,127,166,654,44,1,2,5,36,259,12,8,239,2,0,6,8,0,8,0,6,10,7,10,11,9,4,2,1,0,6,13,16,58,12,82,45,96,21,56,19,31,18,9,4,122,36,8,0,1,239,185,114,20,34,7,54,177,110,193,174
2005,San Mateo County,San Carlos,31,0,3,10,18,580,105,56,419,17,0,1,4,12,78,22,7,49,6,0,1,7,1,2,1,2,0,2,6,0,0,1,1,0,3,5,0,1,9,8,52,53,56,18,26,12,49,23,16,10,46,8,2,1,2,30,200,28,18,61,1,78,154,91,78,96
2005,San Mateo County,San Mateo,403,4,22,117,260,2780,355,220,2205,201,4,9,39,149,529,43,19,467,12,8,4,24,6,21,1,41,8,9,59,52,28,5,1,8,5,18,33,36,146,45,255,100,222,124,23,75,133,63,10,60,160,49,11,0,5,417,1016,49,73,161,30,454,612,330,410,853
2005,San Mateo County,South San Francisco,175,3,8,46,118,1541,609,292,640,82,3,1,16,62,163,58,36,69,12,6,7,25,3,8,0,13,2,4,27,16,8,3,3,1,1,14,3,18,44,53,356,253,191,75,103,13,418,232,146,40,242,32,18,5,9,44,191,63,12,181,14,121,177,97,117,249
2005,San Mateo County,Broadmoor,10,0,0,2,8,80,23,26,31,5,0,0,1,4,14,8,4,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,2,4,15,8,11,4,7,0,12,10,2,0,23,3,0,0,0,1,8,3,2,2,0,15,7,4,9,11
2005,San Mateo County,Foster City,29,0,0,7,22,421,80,33,308,14,0,0,2,12,34,11,4,19,3,0,2,5,2,0,0,0,0,0,7,1,1,0,0,0,1,4,0,1,5,16,38,42,36,4,20,12,44,22,19,3,27,3,3,4,0,20,142,11,34,31,0,66,102,70,81,55
2005,San Mateo County,Union Pacific RR - San Mateo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,San Mateo County,Bay Area DPR,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
