Year,County,NCICCode,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum,ViolentClr_sum,HomicideClr_sum,ForRapeClr_sum,RobberyClr_sum,AggAssaultClr_sum,PropertyClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum,RAPact_sum,ARAPact_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,HROBnao_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FASSact_sum,KASSact_sum,OASSact_sum,HASSact_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,RNBURnao_sum,RDBURnao_sum,RUBURnao_sum,NRESBUR_sum,NNBURnao_sum,NDBURnao_sum,NUBURnao_sum,MVTact_sum,TMVTact_sum,OMVTact_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,MVLARnao_sum,MVPLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT50200nao_sum,LT50nao_sum
2007,Yolo County,Winters,13,0,4,1,8,227,37,20,170,7,0,3,0,4,37,7,13,17,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5,29,8,21,8,6,7,16,3,1,12,10,3,7,0,0,2,88,9,26,6,1,38,53,32,50,35
2007,Yolo County,Woodland,154,1,23,62,68,1807,467,246,1094,70,1,11,20,38,340,127,45,168,17,5,6,28,7,23,0,18,5,8,31,16,8,1,8,9,2,18,6,11,10,41,181,286,204,48,79,77,263,75,54,134,192,17,37,1,5,142,417,73,41,73,5,337,238,177,229,450
2007,Yolo County,West Sacramento,371,0,21,76,274,1386,403,301,682,275,0,13,42,220,566,101,264,201,8,8,5,21,6,19,2,11,8,8,49,29,8,2,9,17,1,10,12,18,52,192,253,150,214,52,88,74,189,63,43,83,191,77,33,2,9,115,225,98,20,37,2,174,207,82,187,206
2007,Yolo County,Union Pacific RR - Yolo,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2007,Yolo County,UC Davis,10,0,0,0,10,716,85,8,623,4,0,0,0,4,14,5,3,6,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,37,48,8,3,0,5,77,20,22,35,5,0,3,1,6,3,56,14,371,132,0,40,129,173,264,57
2007,Yolo County,CA Highway Patrol - Yolo,1,0,0,0,1,61,3,53,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,3,0,0,3,22,18,13,0,0,0,0,3,0,0,0,2,2,1,1,1
2007,Yuba County,Yuba Co. Sheriff's Department,222,0,17,37,168,1138,513,19,606,82,0,0,7,75,81,35,2,44,7,8,5,20,4,17,0,9,5,6,17,16,6,1,1,5,0,8,12,30,78,48,298,215,328,44,97,187,185,45,39,101,7,7,5,3,3,45,162,12,17,117,2,245,198,123,127,158
2007,Yuba County,Marysville,167,0,10,29,128,579,157,85,337,90,0,0,12,78,99,39,12,48,0,0,1,1,0,8,2,5,3,2,19,3,0,0,3,7,0,16,13,13,38,64,56,101,72,36,25,11,85,36,35,14,67,8,10,2,6,58,91,28,20,35,6,91,88,78,96,75
2007,Yuba County,Wheatland,5,0,0,1,4,87,34,11,42,3,0,0,1,2,13,9,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,21,13,12,4,3,5,22,15,4,3,6,3,2,0,0,0,14,3,12,5,0,8,8,17,13,4
2007,Yuba County,Union Pacific RR - Yuba,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
2007,Yuba County,CA Highway Patrol - Yuba,0,0,0,0,0,216,0,198,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,38,17,0,0,0,1,4,0,0,0,13,17,1,0,0
2008,Alameda County,Alameda Co. Sheriff's Department,728,5,24,287,412,2829,626,817,1386,255,1,4,53,197,341,83,103,155,6,13,5,24,5,21,3,136,10,39,102,134,42,11,24,40,11,25,132,70,134,76,307,319,416,111,301,4,210,82,127,1,632,166,19,6,4,88,669,79,16,61,2,461,459,193,162,572
2008,Alameda County,Alameda,210,2,9,107,92,1875,325,272,1278,109,2,4,33,70,289,34,19,236,4,1,4,9,2,9,0,33,6,6,62,60,8,0,3,14,7,15,14,19,43,16,208,117,159,17,62,80,166,32,29,105,213,45,14,5,0,227,531,30,142,65,6,272,386,231,271,390
2008,Alameda County,Albany,50,0,3,30,17,650,88,127,435,14,0,1,6,7,56,6,12,38,0,0,0,0,0,3,0,16,0,1,13,15,4,0,1,3,1,6,1,0,6,10,48,40,56,12,40,4,32,17,13,2,104,15,8,2,1,11,205,59,26,73,5,53,118,101,84,132
2008,Alameda County,Berkeley,652,8,25,496,123,6837,1095,952,4790,148,2,2,94,50,305,70,10,225,17,5,6,28,11,20,5,204,21,23,248,322,71,5,4,33,9,52,14,18,60,31,554,541,806,228,347,231,289,129,82,78,683,181,88,15,15,328,2102,680,332,732,5,581,1104,841,728,2117
2008,Alameda County,Emeryville,131,1,2,97,31,976,119,182,675,30,0,1,12,17,197,26,1,170,0,0,0,0,0,2,0,42,2,3,50,0,0,3,2,3,3,86,0,4,10,17,44,75,46,13,24,9,73,22,34,17,146,21,15,28,1,200,175,97,27,79,0,68,261,132,121,161
2008,Alameda County,Fremont,575,2,37,232,304,4893,1097,697,3099,275,3,16,75,181,481,91,56,334,9,5,12,26,3,34,3,91,12,68,61,70,41,8,39,25,10,39,19,40,180,65,670,427,696,89,294,313,401,122,43,236,493,137,67,26,38,291,1684,95,79,326,30,530,1181,438,415,1065
2008,Alameda County,Hayward,868,7,57,517,287,4537,1080,1343,2114,241,5,13,103,120,774,116,82,576,24,42,6,72,4,57,0,221,28,28,240,275,84,22,48,53,10,25,51,35,123,78,778,302,588,210,332,46,492,282,172,38,1082,226,35,3,18,796,579,427,43,124,6,118,535,524,490,565
2008,Alameda County,Livermore,180,1,18,49,112,1915,420,135,1360,75,1,9,13,52,184,46,7,131,2,0,18,20,4,17,1,16,0,2,31,18,4,2,3,7,4,11,7,3,65,37,249,171,206,20,78,108,214,60,50,104,75,49,11,1,9,129,543,205,81,161,5,226,445,231,225,459
2008,Alameda County,Newark,174,0,13,68,93,1870,330,200,1340,66,0,3,15,48,368,54,8,306,2,3,4,9,1,13,0,28,7,15,18,18,22,3,3,7,2,13,13,21,44,15,211,119,149,33,115,1,181,87,91,3,140,51,9,3,2,420,535,36,11,48,4,281,400,210,313,417
2008,Alameda County,Oakland,7905,115,338,3323,4129,21488,4488,8085,8915,2352,28,113,596,1615,844,211,216,417,65,220,14,299,31,297,41,1810,145,102,1266,2441,140,124,98,241,26,253,1386,108,2092,543,3532,956,2870,441,1427,1002,1618,569,330,719,7857,110,118,75,149,537,2473,1920,169,352,22,3218,1726,1193,1227,4769
2008,Alameda County,Piedmont,4,0,0,4,0,239,52,44,143,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,27,25,44,24,14,6,8,6,0,2,44,0,0,0,0,2,93,13,4,13,0,18,68,25,33,17
2008,Alameda County,Pleasanton,75,0,6,22,47,1488,186,114,1188,68,0,5,15,48,400,27,26,347,2,0,2,4,0,5,1,8,0,5,9,5,6,0,2,0,5,4,0,8,16,23,107,79,95,18,45,32,91,36,11,44,79,27,8,0,0,259,509,34,64,201,13,108,464,223,263,238
2008,Alameda County,San Leandro,513,1,17,356,139,3894,652,1011,2231,159,0,4,70,85,523,38,30,455,3,9,1,13,1,17,0,133,9,23,191,78,52,20,23,21,9,153,10,24,48,57,478,174,337,45,228,64,315,194,60,61,952,36,23,16,33,560,1033,58,32,194,6,299,747,385,596,503
2008,Alameda County,Union City,422,3,25,170,224,2228,517,371,1340,112,2,5,50,55,234,49,11,174,10,4,6,20,0,21,4,45,16,38,71,0,38,3,13,16,4,96,47,16,144,17,345,172,337,70,156,111,180,57,44,79,269,89,13,14,26,135,540,137,22,102,5,359,493,161,185,501
2008,Alameda County,Alameda E. Bay Reg. Park Dist.,5,1,2,2,0,114,4,4,106,2,0,2,0,0,4,0,0,4,0,4,4,8,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,4,1,2,1,4,0,0,0,1,0,87,0,0,3,2,13,36,16,21,33
2008,Alameda County,CSU East Bay,7,0,1,5,1,112,23,7,82,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0,1,0,0,1,0,15,8,18,12,5,1,5,2,0,3,7,0,0,2,0,0,19,2,3,22,0,34,35,11,17,19
2008,Alameda County,Union Pacific RR - Alameda,4,0,0,0,4,219,197,0,22,1,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,197,0,0,0,0,0,197,69,124,4,0,0,0,0,0,0,2,0,0,0,0,20,13,3,6,0
2008,Alameda County,Alameda BART,140,1,0,119,20,1329,4,215,1110,37,1,0,22,14,51,2,3,46,1,1,0,2,0,0,0,28,4,2,85,0,0,0,0,0,0,119,3,5,5,7,1,3,1,0,1,0,3,0,0,3,201,14,0,4,4,0,32,612,295,4,2,157,274,246,192,398
2008,Alameda County,Dublin,88,0,11,31,46,753,148,79,526,44,0,2,9,33,126,14,18,94,3,0,2,5,1,11,0,7,7,7,10,5,5,2,2,2,3,12,7,3,29,7,62,86,64,19,44,1,84,29,53,2,59,7,13,1,7,82,225,33,11,25,0,142,184,68,69,205
2008,Alameda County,Alameda E. Bay Mun. Util. Dist.,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,2,9,1,5,11
2008,Alameda County,UC Berkeley,46,0,2,21,23,901,74,23,804,19,0,0,9,10,71,6,0,65,2,0,1,3,2,2,0,5,2,2,12,3,2,0,0,4,1,11,0,3,15,5,27,47,30,17,8,5,44,13,11,20,22,0,1,4,0,29,64,1,302,281,2,121,269,185,157,193
2008,Alameda County,CA Highway Patrol - Alameda,1,0,0,0,1,262,0,244,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,230,10,4,0,0,0,1,16,0,0,0,1,2,0,1,15
2008,Alpine County,Alpine Co. Sheriff's Department,14,1,2,0,11,72,14,0,58,0,0,0,0,0,3,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,9,9,1,5,3,5,1,4,0,0,0,0,0,0,0,2,2,0,5,0,49,26,14,8,10
2008,Alpine County,CA Highway Patrol - Alpine,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Amador County,Amador Co. Sheriff's Department,62,0,14,5,43,609,229,14,366,45,0,6,2,37,155,44,8,103,2,0,1,3,2,14,0,0,1,0,4,3,0,0,0,1,0,1,2,2,26,13,101,128,98,18,40,40,131,50,52,29,3,4,7,0,4,5,70,7,1,68,3,208,137,64,56,109
2008,Amador County,Ione,15,0,1,1,13,97,25,6,66,9,0,0,0,9,19,2,2,15,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,9,12,13,18,4,8,6,7,1,2,4,1,3,2,0,1,0,11,2,8,16,0,28,13,6,14,33
2008,Amador County,Jackson,34,0,2,4,28,201,82,12,107,4,0,0,0,4,20,4,1,15,0,0,0,0,0,2,0,1,0,0,3,0,3,0,0,0,0,1,0,3,7,18,30,52,22,5,9,8,60,20,31,9,6,3,3,0,3,1,27,5,2,25,0,44,21,19,20,47
2008,Amador County,Sutter Creek,16,0,2,0,14,109,26,11,72,11,0,0,0,11,25,6,4,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,11,8,1,5,2,18,6,7,5,3,3,5,2,0,0,24,3,0,14,1,28,7,10,19,36
2008,Amador County,Union Pacific RR - Amador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Amador County,CA Highway Patrol - Amador,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Butte County,Butte Co. Sheriff's Department,145,1,22,25,97,1373,509,14,850,55,0,4,5,46,56,24,1,31,7,3,3,13,0,22,0,4,3,0,18,6,3,0,0,9,0,7,23,10,48,16,287,222,398,95,303,0,111,34,77,0,4,3,7,1,2,22,86,65,36,127,1,510,258,108,121,363
2008,Butte County,Biggs,17,0,0,0,17,38,9,6,23,12,0,0,0,12,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,11,6,3,6,2,4,0,3,2,1,0,4,2,0,0,1,0,5,1,2,6,1,7,8,6,5,4
2008,Butte County,Chico,304,2,31,101,170,2700,874,286,1540,125,1,9,36,79,572,88,19,465,8,7,26,41,8,28,3,20,8,10,63,46,12,3,2,12,3,23,8,30,45,87,421,453,673,257,126,290,201,71,36,94,180,70,36,1,1,402,462,133,158,75,1,307,408,233,306,593
2008,Butte County,Gridley,109,0,5,4,100,208,61,29,118,83,0,4,2,77,48,3,8,37,0,0,0,0,0,5,0,0,1,0,3,3,0,0,0,0,0,1,6,3,14,77,35,26,31,15,14,2,30,15,10,5,11,6,12,1,1,9,25,2,11,30,1,38,31,24,19,44
2008,Butte County,Oroville,187,3,17,30,137,963,221,110,632,119,3,6,12,98,130,33,6,91,0,1,1,2,0,16,1,2,2,4,22,3,0,0,4,5,1,17,0,12,53,72,128,93,96,30,35,31,125,71,33,21,94,9,7,5,14,94,249,36,41,49,2,142,164,130,154,184
2008,Butte County,Paradise,63,1,13,7,42,729,157,55,517,40,0,2,5,33,71,25,5,41,0,0,4,4,6,13,0,1,2,2,2,0,4,0,0,3,0,0,7,1,20,14,68,89,101,27,74,0,56,21,35,0,45,7,3,0,0,20,133,4,12,84,0,264,92,44,237,144
2008,Butte County,Union Pacific RR - Butte,3,0,0,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0
2008,Butte County,Northern Buttes DPR,1,0,0,0,1,11,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,6,0,0,0,0,1,3,0,2,2
2008,Butte County,CSU Chico,5,0,3,1,1,313,27,2,284,2,0,2,0,0,7,2,2,3,2,0,2,4,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,10,17,12,3,4,5,15,7,2,6,2,0,0,0,0,6,33,1,169,36,0,39,88,77,72,47
2008,Butte County,CA Highway Patrol - Butte,2,0,1,1,0,322,1,282,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,154,75,53,0,0,0,2,35,1,0,0,1,1,1,1,36
2008,Calaveras County,Calaveras Co. Sheriff's Department,83,0,6,14,63,650,290,9,351,49,0,1,3,45,55,16,2,37,3,0,1,4,1,6,0,4,1,1,8,6,0,2,1,3,0,2,13,8,16,26,172,118,199,19,36,144,91,32,10,49,4,0,5,3,1,6,47,5,3,10,1,275,110,49,38,154
2008,Calaveras County,Angels Camp,8,2,0,1,5,80,32,5,43,8,2,0,1,5,56,23,3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,1,10,22,15,6,4,5,17,9,5,3,4,0,1,0,0,4,3,1,1,2,0,32,16,3,2,22
2008,Calaveras County,Union Pacific RR - Calaveras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Calaveras County,Calaveras DPR,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Calaveras County,CA Highway Patrol - Calaveras,0,0,0,0,0,99,0,83,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10,36,0,0,0,0,16,0,0,0,0,1,0,0,15
2008,Colusa County,Colusa Co. Sheriff's Department,21,0,0,5,16,254,87,4,163,17,0,0,3,14,50,16,1,33,0,0,3,3,0,0,0,3,0,0,2,0,1,1,2,1,0,0,5,3,5,3,79,8,34,6,23,5,53,16,34,3,0,0,4,0,0,1,22,20,5,30,1,84,75,32,25,31
2008,Colusa County,Colusa,10,0,3,2,5,135,44,8,83,8,0,2,1,5,24,9,2,13,0,0,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,0,2,3,0,11,33,25,5,13,7,19,12,6,1,4,3,1,0,0,6,14,3,13,14,0,33,17,17,20,29
2008,Colusa County,Williams,10,1,0,1,8,82,32,4,46,8,1,0,1,6,13,3,1,9,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,2,1,17,15,10,2,3,5,22,7,0,15,2,1,1,0,0,0,7,16,2,10,0,11,20,5,13,8
2008,Colusa County,Union Pacific RR - Colusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Colusa County,CA Highway Patrol - Colusa,1,0,0,0,1,19,0,18,1,1,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2008,Contra Costa County,Contra Costa Co. Sheriff's Department,548,16,29,204,299,3359,1169,11,2179,172,6,6,25,135,124,55,5,64,10,11,6,27,3,29,0,117,1,2,84,114,23,7,18,21,2,19,60,35,111,93,679,490,836,104,333,399,333,63,49,221,4,6,1,0,5,100,1163,157,56,235,3,460,936,473,401,369
2008,Contra Costa County,Antioch,875,8,29,398,440,2850,923,686,1241,427,6,13,131,277,619,112,66,441,11,17,10,38,2,26,3,160,24,14,200,198,46,9,23,53,4,65,63,63,116,198,554,369,672,178,494,0,251,143,108,0,630,39,17,16,14,365,422,62,9,102,2,249,537,163,237,304
2008,Contra Costa County,Brentwood,128,0,6,47,75,1162,187,101,874,63,1,1,17,44,133,18,11,104,1,1,6,8,2,6,0,11,3,2,31,21,6,2,2,3,3,10,15,11,21,28,107,80,140,48,92,0,47,25,22,0,71,23,7,1,0,112,337,107,23,54,8,232,360,175,175,164
2008,Contra Costa County,Clayton,8,0,0,3,5,235,50,11,174,6,0,0,2,4,18,9,0,9,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,1,0,4,0,20,30,31,8,14,9,19,13,5,1,8,2,1,0,1,10,114,9,11,6,0,23,68,25,45,36
2008,Contra Costa County,Concord,425,6,12,216,191,4448,802,979,2667,123,2,8,52,61,649,108,80,461,15,10,0,25,1,12,0,92,16,17,91,87,24,13,17,25,14,36,20,38,107,26,500,302,462,153,279,30,340,210,99,31,745,151,83,13,55,1010,515,221,150,282,38,383,721,528,591,827
2008,Contra Costa County,El Cerrito,132,0,0,98,34,1076,217,193,666,35,0,0,17,18,167,40,2,125,5,1,1,7,2,0,0,43,2,6,47,51,16,2,0,4,0,25,0,2,15,17,116,101,139,20,96,23,78,24,40,14,176,14,3,12,10,127,256,57,22,40,2,140,191,119,152,204
2008,Contra Costa County,Hercules,75,0,4,30,41,456,138,100,218,22,0,2,4,16,42,18,4,20,3,0,0,3,1,4,0,9,0,0,21,7,2,0,0,3,1,17,2,0,18,21,101,37,99,11,69,19,39,13,20,6,97,0,3,0,0,25,95,19,3,37,0,39,73,29,46,70
2008,Contra Costa County,Pinole,152,4,6,54,88,816,169,151,496,49,2,2,13,32,119,22,4,93,1,1,0,2,2,6,0,30,2,1,21,10,15,1,6,1,2,19,4,3,26,55,91,78,101,28,59,14,68,22,28,18,141,10,0,5,2,176,156,30,4,25,0,98,154,78,110,154
2008,Contra Costa County,Pittsburg,204,3,3,130,68,2354,439,578,1337,76,1,1,34,40,228,37,14,177,4,3,1,8,2,2,1,74,0,1,55,37,30,3,8,13,4,35,22,17,15,14,269,170,355,38,173,144,84,27,15,42,400,157,21,4,11,157,547,286,17,122,1,192,516,240,359,222
2008,Contra Costa County,Pleasant Hill,115,0,4,50,61,1650,262,166,1222,47,0,0,9,38,213,13,5,195,2,0,0,2,0,4,0,18,3,5,24,8,15,4,2,4,0,17,3,2,7,49,154,108,179,52,127,0,83,53,30,0,123,32,11,1,2,229,608,40,50,122,13,157,200,170,381,471
2008,Contra Costa County,Richmond,1093,27,37,523,506,4961,1222,1895,1844,182,5,12,61,104,190,91,26,73,18,18,2,38,1,36,1,288,17,11,207,364,108,5,3,38,5,0,225,66,172,43,1197,25,1002,138,470,394,220,50,45,125,1646,227,22,5,2,260,589,318,35,338,0,297,515,173,229,927
2008,Contra Costa County,San Pablo,323,7,13,140,163,1670,435,622,613,81,7,3,19,52,160,54,12,94,2,3,0,5,1,13,0,72,4,5,59,28,2,4,5,11,0,90,26,14,54,69,353,82,222,58,125,39,213,78,85,50,622,0,0,8,11,133,249,34,8,60,0,110,161,85,129,238
2008,Contra Costa County,Walnut Creek,144,1,3,57,83,2707,568,187,1952,62,1,2,7,52,225,72,3,150,1,1,4,6,0,3,0,19,5,6,27,24,16,6,1,2,6,2,13,18,29,23,336,232,212,26,85,101,356,103,74,179,132,37,18,10,29,129,1022,57,89,200,10,406,709,415,428,400
2008,Contra Costa County,Kensington,6,0,0,1,5,126,34,20,72,3,0,0,0,3,2,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,22,12,30,10,17,3,4,2,1,1,19,0,1,0,0,0,43,1,4,7,0,17,25,16,14,17
2008,Contra Costa County,Martinez,105,3,11,32,59,1331,262,188,881,23,4,0,4,15,47,11,8,28,0,0,0,0,0,11,0,6,6,2,18,8,8,1,3,4,0,8,1,8,25,25,125,137,159,43,102,14,103,38,49,16,132,28,28,6,4,16,499,13,12,120,0,211,303,154,153,271
2008,Contra Costa County,Lafayette,23,0,4,12,7,565,127,38,400,5,0,1,2,2,27,11,1,15,2,0,0,2,0,4,0,4,0,0,8,6,1,1,1,0,3,0,0,0,1,6,45,82,86,8,37,41,41,10,11,20,22,14,2,0,0,19,247,13,17,39,1,64,165,96,58,81
2008,Contra Costa County,Moraga,6,0,2,1,3,204,45,10,149,3,0,1,0,2,10,2,0,8,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,27,18,18,5,6,7,27,11,11,5,9,1,0,1,0,6,56,9,6,18,0,53,51,27,22,49
2008,Contra Costa County,Contra Costa E. Bay Reg. Park Dist.,11,0,0,8,3,218,7,9,202,2,0,0,1,1,4,0,0,4,2,0,4,6,0,0,0,1,0,0,7,0,0,0,0,0,0,8,1,0,1,1,4,3,2,1,1,0,5,2,0,3,9,0,0,0,0,0,168,14,1,3,0,16,89,31,37,45
2008,Contra Costa County,Contra Costa BART,44,0,1,38,5,956,9,224,723,7,0,0,5,2,31,1,0,30,0,0,0,0,0,1,0,7,4,0,27,0,0,0,0,0,0,38,0,1,1,3,3,6,0,0,0,0,9,2,1,6,208,16,0,0,1,0,16,374,225,1,3,103,221,154,125,223
2008,Contra Costa County,Contra Costa Community. College,15,0,0,14,1,180,1,35,144,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,9,1,0,0,0,0,0,13,0,0,0,1,1,0,0,0,0,0,1,1,0,0,34,0,1,0,0,0,16,1,17,81,12,17,46,22,42,34
2008,Contra Costa County,Danville,26,0,1,5,20,562,115,21,426,10,0,0,2,8,35,9,1,25,4,0,1,5,1,1,0,3,0,1,1,0,1,2,1,0,1,0,0,0,7,13,34,81,81,10,28,43,34,9,10,15,6,12,3,0,0,33,254,11,22,42,1,63,139,116,101,70
2008,Contra Costa County,San Ramon,54,1,4,15,34,1000,184,65,751,17,2,1,2,12,60,26,1,33,8,1,0,9,3,4,0,11,0,1,3,4,4,1,1,2,3,0,0,7,4,23,76,108,52,4,17,31,132,10,11,111,28,27,10,2,2,49,459,21,28,115,2,73,278,241,108,124
2008,Contra Costa County,Orinda,6,0,0,4,2,277,92,17,168,2,0,0,1,1,20,12,1,7,1,0,0,1,0,0,0,3,0,0,1,1,2,0,0,0,1,0,0,1,1,0,47,45,58,4,18,36,34,4,8,22,12,5,0,0,0,5,87,2,10,23,0,41,75,31,29,33
2008,Contra Costa County,Union Pacific RR - Contra Costa,2,0,0,0,2,5,1,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,1,0
2008,Contra Costa County,Oakley,77,0,7,25,45,693,183,96,414,42,0,2,5,35,61,35,5,21,2,2,0,4,0,7,0,11,0,0,14,13,1,3,2,1,0,5,6,5,20,14,78,105,129,18,56,55,54,18,11,25,47,31,18,1,1,29,177,36,25,41,0,104,159,88,82,85
2008,Contra Costa County,CA Highway Patrol - Contra Costa,0,0,0,0,0,898,0,894,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,49,39,0,0,0,1,3,0,0,0,0,1,0,0,3
2008,Del Norte County,Del Norte Co. Sheriff's Department,79,0,16,9,54,293,155,4,134,34,0,9,4,21,87,36,2,49,2,2,0,4,1,15,1,0,1,0,8,0,0,0,0,1,0,8,0,0,3,51,152,3,16,8,8,0,139,50,89,0,0,0,4,0,0,24,0,0,0,0,0,110,46,22,29,37
